test,subject,stimulus,result,section,signal_type,source,stimulus_signal
test_10,14,Active,81,2,viola/violin,"NA",Active_viola/violin
test_10,15,Active,100,2,viola/violin,"NA",Active_viola/violin
test_10,17,Active,81,2,viola/violin,"NA",Active_viola/violin
test_10,18,Active,72,2,viola/violin,"NA",Active_viola/violin
test_10,19,Active,97,2,viola/violin,"NA",Active_viola/violin
test_10,1,Active,89,2,viola/violin,"NA",Active_viola/violin
test_10,20,Active,80,2,viola/violin,"NA",Active_viola/violin
test_10,2,Active,76,2,viola/violin,"NA",Active_viola/violin
test_10,3,Active,100,2,viola/violin,"NA",Active_viola/violin
test_10,4,Active,83,2,viola/violin,"NA",Active_viola/violin
test_10,5,Active,86,2,viola/violin,"NA",Active_viola/violin
test_10,6,Active,97,2,viola/violin,"NA",Active_viola/violin
test_10,7,Active,90,2,viola/violin,"NA",Active_viola/violin
test_10,8,Active,89,2,viola/violin,"NA",Active_viola/violin
test_10,9,Active,89,2,viola/violin,"NA",Active_viola/violin
test_10,10,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,11,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,12,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,13,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,14,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,15,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,17,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,18,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,19,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,1,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,20,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,2,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,3,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,4,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,5,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,6,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,7,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,8,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,9,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_11,10,Passive,50,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,11,Passive,100,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,12,Passive,88,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,13,Passive,79,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,14,Passive,40,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,15,Passive,40,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,17,Passive,39,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,18,Passive,62,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,19,Passive,90,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,1,Passive,68,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,20,Passive,40,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,2,Passive,62,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,3,Passive,100,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,4,Passive,85,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,5,Passive,100,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,6,Passive,87,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,7,Passive,88,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,8,Passive,63,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,9,Passive,81,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_11,10,Anchor,72,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,11,Anchor,16,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,12,Anchor,92,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,13,Anchor,76,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,14,Anchor,0,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,15,Anchor,0,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,17,Anchor,20,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,18,Anchor,29,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,19,Anchor,80,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,1,Anchor,42,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,20,Anchor,52,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,2,Anchor,65,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,3,Anchor,42,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,4,Anchor,41,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,5,Anchor,78,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,6,Anchor,45,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,7,Anchor,26,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,8,Anchor,57,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,9,Anchor,10,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_11,10,Hybrid,85,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,11,Hybrid,100,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,12,Hybrid,95,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,13,Hybrid,77,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,14,Hybrid,71,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,15,Hybrid,60,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,17,Hybrid,57,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,18,Hybrid,75,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,19,Hybrid,84,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,1,Hybrid,63,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,20,Hybrid,83,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,2,Hybrid,69,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,3,Hybrid,81,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,4,Hybrid,81,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,5,Hybrid,100,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,6,Hybrid,67,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,7,Hybrid,63,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,8,Hybrid,86,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,9,Hybrid,90,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_11,10,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,11,Active,22,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,12,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,13,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,14,Active,95,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,15,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,17,Active,93,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,18,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,19,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,1,Active,70,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,20,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,2,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,3,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,4,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,5,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,6,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,7,Active,94,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,8,Active,71,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,9,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_11,10,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,11,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,12,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,13,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,14,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,15,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,17,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,18,Reference,95,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,19,Reference,90,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,1,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,20,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,2,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,3,Reference,96,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,4,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,5,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,6,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,7,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,8,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_11,9,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,10,Passive,70,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,11,Passive,89,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,12,Passive,97,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,13,Passive,79,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,14,Passive,71,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,15,Passive,40,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,17,Passive,65,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,18,Passive,75,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,19,Passive,91,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,1,Passive,50,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,20,Passive,82,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,2,Passive,81,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,3,Passive,94,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,4,Passive,81,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,5,Passive,100,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,6,Passive,53,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,7,Passive,43,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,8,Passive,93,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,9,Passive,75,2,oboe/clarinet,"NA",Passive_oboe/clarinet
test_12,10,Anchor,31,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,11,Anchor,0,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,12,Anchor,41,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,13,Anchor,56,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,14,Anchor,0,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,15,Anchor,0,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,17,Anchor,0,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,18,Anchor,19,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,19,Anchor,76,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,1,Anchor,23,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,20,Anchor,20,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,2,Anchor,67,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,3,Anchor,48,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,4,Anchor,71,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,5,Anchor,82,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,6,Anchor,43,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,7,Anchor,30,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,8,Anchor,66,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,9,Anchor,10,2,oboe/clarinet,"NA",Anchor_oboe/clarinet
test_12,10,Hybrid,72,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,11,Hybrid,91,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,12,Hybrid,95,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,13,Hybrid,79,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,14,Hybrid,93,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,15,Hybrid,20,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,17,Hybrid,51,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,18,Hybrid,59,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,19,Hybrid,92,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,1,Hybrid,59,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,20,Hybrid,80,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,2,Hybrid,77,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,3,Hybrid,82,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,4,Hybrid,86,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,5,Hybrid,100,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,6,Hybrid,78,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,7,Hybrid,82,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,8,Hybrid,86,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,9,Hybrid,85,2,oboe/clarinet,"NA",Hybrid_oboe/clarinet
test_12,10,Active,89,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,11,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,12,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,13,Active,88,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,14,Active,94,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,15,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,17,Active,75,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,18,Active,80,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,19,Active,89,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,1,Active,77,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,20,Active,90,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,2,Active,88,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,3,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,4,Active,77,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,5,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,6,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,7,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,8,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,9,Active,100,2,oboe/clarinet,"NA",Active_oboe/clarinet
test_12,10,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,11,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,12,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,13,Reference,99,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,14,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,15,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,17,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,18,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,19,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,1,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,20,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,2,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,3,Reference,99,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,4,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,5,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,6,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,7,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,8,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_12,9,Reference,100,2,oboe/clarinet,"NA",Reference_oboe/clarinet
test_13,10,Passive,50,3,pink noise,"NA",Passive_pink noise
test_13,11,Passive,0,3,pink noise,"NA",Passive_pink noise
test_13,12,Passive,40,3,pink noise,"NA",Passive_pink noise
test_13,13,Passive,64,3,pink noise,"NA",Passive_pink noise
test_13,14,Passive,0,3,pink noise,"NA",Passive_pink noise
test_13,15,Passive,35,3,pink noise,"NA",Passive_pink noise
test_13,17,Passive,32,3,pink noise,"NA",Passive_pink noise
test_13,18,Passive,22,3,pink noise,"NA",Passive_pink noise
test_13,19,Passive,30,3,pink noise,"NA",Passive_pink noise
test_13,1,Passive,31,3,pink noise,"NA",Passive_pink noise
test_13,20,Passive,68,3,pink noise,"NA",Passive_pink noise
test_13,2,Passive,46,3,pink noise,"NA",Passive_pink noise
test_13,3,Passive,53,3,pink noise,"NA",Passive_pink noise
test_13,4,Passive,80,3,pink noise,"NA",Passive_pink noise
test_13,5,Passive,81,3,pink noise,"NA",Passive_pink noise
test_13,6,Passive,35,3,pink noise,"NA",Passive_pink noise
test_13,7,Passive,50,3,pink noise,"NA",Passive_pink noise
test_13,8,Passive,71,3,pink noise,"NA",Passive_pink noise
test_13,9,Passive,40,3,pink noise,"NA",Passive_pink noise
test_13,10,Anchor,45,3,pink noise,"NA",Anchor_pink noise
test_13,11,Anchor,21,3,pink noise,"NA",Anchor_pink noise
test_13,12,Anchor,59,3,pink noise,"NA",Anchor_pink noise
test_13,13,Anchor,63,3,pink noise,"NA",Anchor_pink noise
test_13,14,Anchor,0,3,pink noise,"NA",Anchor_pink noise
test_13,15,Anchor,24,3,pink noise,"NA",Anchor_pink noise
test_13,17,Anchor,25,3,pink noise,"NA",Anchor_pink noise
test_13,18,Anchor,0,3,pink noise,"NA",Anchor_pink noise
test_13,19,Anchor,53,3,pink noise,"NA",Anchor_pink noise
test_13,1,Anchor,61,3,pink noise,"NA",Anchor_pink noise
test_13,20,Anchor,68,3,pink noise,"NA",Anchor_pink noise
test_13,2,Anchor,40,3,pink noise,"NA",Anchor_pink noise
test_13,3,Anchor,47,3,pink noise,"NA",Anchor_pink noise
test_13,4,Anchor,70,3,pink noise,"NA",Anchor_pink noise
test_13,5,Anchor,72,3,pink noise,"NA",Anchor_pink noise
test_13,6,Anchor,21,3,pink noise,"NA",Anchor_pink noise
test_13,7,Anchor,40,3,pink noise,"NA",Anchor_pink noise
test_13,8,Anchor,71,3,pink noise,"NA",Anchor_pink noise
test_13,9,Anchor,55,3,pink noise,"NA",Anchor_pink noise
test_13,10,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,11,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,12,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,13,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,14,Hybrid,97,3,pink noise,"NA",Hybrid_pink noise
test_13,15,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,17,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,18,Hybrid,66,3,pink noise,"NA",Hybrid_pink noise
test_13,19,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,1,Hybrid,95,3,pink noise,"NA",Hybrid_pink noise
test_13,20,Hybrid,90,3,pink noise,"NA",Hybrid_pink noise
test_13,2,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,3,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,4,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,5,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,6,Hybrid,95,3,pink noise,"NA",Hybrid_pink noise
test_13,7,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,8,Hybrid,100,3,pink noise,"NA",Hybrid_pink noise
test_13,9,Hybrid,78,3,pink noise,"NA",Hybrid_pink noise
test_13,10,Active,100,3,pink noise,"NA",Active_pink noise
test_13,11,Active,100,3,pink noise,"NA",Active_pink noise
test_13,12,Active,100,3,pink noise,"NA",Active_pink noise
test_13,13,Active,100,3,pink noise,"NA",Active_pink noise
test_13,14,Active,100,3,pink noise,"NA",Active_pink noise
test_13,15,Active,100,3,pink noise,"NA",Active_pink noise
test_13,17,Active,100,3,pink noise,"NA",Active_pink noise
test_13,18,Active,100,3,pink noise,"NA",Active_pink noise
test_13,19,Active,100,3,pink noise,"NA",Active_pink noise
test_13,1,Active,100,3,pink noise,"NA",Active_pink noise
test_13,20,Active,92,3,pink noise,"NA",Active_pink noise
test_13,2,Active,100,3,pink noise,"NA",Active_pink noise
test_13,3,Active,100,3,pink noise,"NA",Active_pink noise
test_13,4,Active,100,3,pink noise,"NA",Active_pink noise
test_13,5,Active,100,3,pink noise,"NA",Active_pink noise
test_13,6,Active,100,3,pink noise,"NA",Active_pink noise
test_13,7,Active,100,3,pink noise,"NA",Active_pink noise
test_13,8,Active,100,3,pink noise,"NA",Active_pink noise
test_13,9,Active,100,3,pink noise,"NA",Active_pink noise
test_13,10,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,11,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,12,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,13,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,14,Reference,94,3,pink noise,"NA",Reference_pink noise
test_13,15,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,17,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,18,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,19,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,1,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,20,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,2,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,3,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,4,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,5,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,6,Reference,90,3,pink noise,"NA",Reference_pink noise
test_13,7,Reference,80,3,pink noise,"NA",Reference_pink noise
test_13,8,Reference,100,3,pink noise,"NA",Reference_pink noise
test_13,9,Reference,100,3,pink noise,"NA",Reference_pink noise
test_14,10,Passive,86,4,organ,"NA",Passive_organ
test_14,11,Passive,55,4,organ,"NA",Passive_organ
test_14,12,Passive,76,4,organ,"NA",Passive_organ
test_14,13,Passive,38,4,organ,"NA",Passive_organ
test_14,14,Passive,39,4,organ,"NA",Passive_organ
test_14,15,Passive,40,4,organ,"NA",Passive_organ
test_14,17,Passive,41,4,organ,"NA",Passive_organ
test_14,18,Passive,60,4,organ,"NA",Passive_organ
test_14,19,Passive,58,4,organ,"NA",Passive_organ
test_14,1,Passive,20,4,organ,"NA",Passive_organ
test_14,20,Passive,73,4,organ,"NA",Passive_organ
test_14,2,Passive,53,4,organ,"NA",Passive_organ
test_14,3,Passive,71,4,organ,"NA",Passive_organ
test_14,4,Passive,64,4,organ,"NA",Passive_organ
test_14,5,Passive,68,4,organ,"NA",Passive_organ
test_14,6,Passive,41,4,organ,"NA",Passive_organ
test_14,7,Passive,78,4,organ,"NA",Passive_organ
test_14,8,Passive,42,4,organ,"NA",Passive_organ
test_14,9,Passive,60,4,organ,"NA",Passive_organ
test_14,10,Anchor,30,4,organ,"NA",Anchor_organ
test_14,11,Anchor,0,4,organ,"NA",Anchor_organ
test_14,12,Anchor,20,4,organ,"NA",Anchor_organ
test_14,13,Anchor,52,4,organ,"NA",Anchor_organ
test_14,14,Anchor,0,4,organ,"NA",Anchor_organ
test_14,15,Anchor,0,4,organ,"NA",Anchor_organ
test_14,17,Anchor,0,4,organ,"NA",Anchor_organ
test_14,18,Anchor,0,4,organ,"NA",Anchor_organ
test_14,19,Anchor,24,4,organ,"NA",Anchor_organ
test_14,1,Anchor,9,4,organ,"NA",Anchor_organ
test_14,20,Anchor,20,4,organ,"NA",Anchor_organ
test_14,2,Anchor,20,4,organ,"NA",Anchor_organ
test_14,3,Anchor,65,4,organ,"NA",Anchor_organ
test_14,4,Anchor,40,4,organ,"NA",Anchor_organ
test_14,5,Anchor,61,4,organ,"NA",Anchor_organ
test_14,6,Anchor,28,4,organ,"NA",Anchor_organ
test_14,7,Anchor,28,4,organ,"NA",Anchor_organ
test_14,8,Anchor,27,4,organ,"NA",Anchor_organ
test_14,9,Anchor,11,4,organ,"NA",Anchor_organ
test_14,10,Hybrid,72,4,organ,"NA",Hybrid_organ
test_14,11,Hybrid,56,4,organ,"NA",Hybrid_organ
test_14,12,Hybrid,41,4,organ,"NA",Hybrid_organ
test_14,13,Hybrid,39,4,organ,"NA",Hybrid_organ
test_14,14,Hybrid,20,4,organ,"NA",Hybrid_organ
test_14,15,Hybrid,40,4,organ,"NA",Hybrid_organ
test_14,17,Hybrid,53,4,organ,"NA",Hybrid_organ
test_14,18,Hybrid,39,4,organ,"NA",Hybrid_organ
test_14,19,Hybrid,49,4,organ,"NA",Hybrid_organ
test_14,1,Hybrid,33,4,organ,"NA",Hybrid_organ
test_14,20,Hybrid,60,4,organ,"NA",Hybrid_organ
test_14,2,Hybrid,37,4,organ,"NA",Hybrid_organ
test_14,3,Hybrid,73,4,organ,"NA",Hybrid_organ
test_14,4,Hybrid,54,4,organ,"NA",Hybrid_organ
test_14,5,Hybrid,76,4,organ,"NA",Hybrid_organ
test_14,6,Hybrid,60,4,organ,"NA",Hybrid_organ
test_14,7,Hybrid,48,4,organ,"NA",Hybrid_organ
test_14,8,Hybrid,41,4,organ,"NA",Hybrid_organ
test_14,9,Hybrid,51,4,organ,"NA",Hybrid_organ
test_14,10,Active,87,4,organ,"NA",Active_organ
test_14,11,Active,66,4,organ,"NA",Active_organ
test_14,12,Active,78,4,organ,"NA",Active_organ
test_14,13,Active,58,4,organ,"NA",Active_organ
test_14,14,Active,81,4,organ,"NA",Active_organ
test_14,15,Active,61,4,organ,"NA",Active_organ
test_14,17,Active,59,4,organ,"NA",Active_organ
test_14,18,Active,71,4,organ,"NA",Active_organ
test_14,19,Active,54,4,organ,"NA",Active_organ
test_14,1,Active,53,4,organ,"NA",Active_organ
