test,subject,stimulus,result,section,signal_type,source,stimulus_signal
test_5,20,Reference,100,1,drums,elevated,Reference_drums
test_5,2,Reference,100,1,drums,elevated,Reference_drums
test_5,3,Reference,100,1,drums,elevated,Reference_drums
test_5,4,Reference,100,1,drums,elevated,Reference_drums
test_5,5,Reference,100,1,drums,elevated,Reference_drums
test_5,6,Reference,100,1,drums,elevated,Reference_drums
test_5,7,Reference,100,1,drums,elevated,Reference_drums
test_5,8,Reference,100,1,drums,elevated,Reference_drums
test_5,9,Reference,100,1,drums,elevated,Reference_drums
test_6,10,Passive,69,1,speech,elevated,Passive_speech
test_6,11,Passive,20,1,speech,elevated,Passive_speech
test_6,12,Passive,87,1,speech,elevated,Passive_speech
test_6,13,Passive,47,1,speech,elevated,Passive_speech
test_6,14,Passive,21,1,speech,elevated,Passive_speech
test_6,15,Passive,20,1,speech,elevated,Passive_speech
test_6,17,Passive,43,1,speech,elevated,Passive_speech
test_6,18,Passive,62,1,speech,elevated,Passive_speech
test_6,19,Passive,67,1,speech,elevated,Passive_speech
test_6,1,Passive,48,1,speech,elevated,Passive_speech
test_6,20,Passive,61,1,speech,elevated,Passive_speech
test_6,2,Passive,54,1,speech,elevated,Passive_speech
test_6,3,Passive,50,1,speech,elevated,Passive_speech
test_6,4,Passive,82,1,speech,elevated,Passive_speech
test_6,5,Passive,67,1,speech,elevated,Passive_speech
test_6,6,Passive,75,1,speech,elevated,Passive_speech
test_6,7,Passive,55,1,speech,elevated,Passive_speech
test_6,8,Passive,68,1,speech,elevated,Passive_speech
test_6,9,Passive,40,1,speech,elevated,Passive_speech
test_6,10,Anchor,55,1,speech,elevated,Anchor_speech
test_6,11,Anchor,0,1,speech,elevated,Anchor_speech
test_6,12,Anchor,6,1,speech,elevated,Anchor_speech
test_6,13,Anchor,37,1,speech,elevated,Anchor_speech
test_6,14,Anchor,0,1,speech,elevated,Anchor_speech
test_6,15,Anchor,0,1,speech,elevated,Anchor_speech
test_6,17,Anchor,0,1,speech,elevated,Anchor_speech
test_6,18,Anchor,49,1,speech,elevated,Anchor_speech
test_6,19,Anchor,52,1,speech,elevated,Anchor_speech
test_6,1,Anchor,20,1,speech,elevated,Anchor_speech
test_6,20,Anchor,22,1,speech,elevated,Anchor_speech
test_6,2,Anchor,31,1,speech,elevated,Anchor_speech
test_6,3,Anchor,21,1,speech,elevated,Anchor_speech
test_6,4,Anchor,61,1,speech,elevated,Anchor_speech
test_6,5,Anchor,58,1,speech,elevated,Anchor_speech
test_6,6,Anchor,44,1,speech,elevated,Anchor_speech
test_6,7,Anchor,38,1,speech,elevated,Anchor_speech
test_6,8,Anchor,38,1,speech,elevated,Anchor_speech
test_6,9,Anchor,39,1,speech,elevated,Anchor_speech
test_6,10,Hybrid,87,1,speech,elevated,Hybrid_speech
test_6,11,Hybrid,38,1,speech,elevated,Hybrid_speech
test_6,12,Hybrid,87,1,speech,elevated,Hybrid_speech
test_6,13,Hybrid,70,1,speech,elevated,Hybrid_speech
test_6,14,Hybrid,61,1,speech,elevated,Hybrid_speech
test_6,15,Hybrid,60,1,speech,elevated,Hybrid_speech
test_6,17,Hybrid,48,1,speech,elevated,Hybrid_speech
test_6,18,Hybrid,81,1,speech,elevated,Hybrid_speech
test_6,19,Hybrid,84,1,speech,elevated,Hybrid_speech
test_6,1,Hybrid,71,1,speech,elevated,Hybrid_speech
test_6,20,Hybrid,78,1,speech,elevated,Hybrid_speech
test_6,2,Hybrid,37,1,speech,elevated,Hybrid_speech
test_6,3,Hybrid,80,1,speech,elevated,Hybrid_speech
test_6,4,Hybrid,82,1,speech,elevated,Hybrid_speech
test_6,5,Hybrid,62,1,speech,elevated,Hybrid_speech
test_6,6,Hybrid,87,1,speech,elevated,Hybrid_speech
test_6,7,Hybrid,30,1,speech,elevated,Hybrid_speech
test_6,8,Hybrid,92,1,speech,elevated,Hybrid_speech
test_6,9,Hybrid,70,1,speech,elevated,Hybrid_speech
test_6,10,Active,87,1,speech,elevated,Active_speech
test_6,11,Active,37,1,speech,elevated,Active_speech
test_6,12,Active,91,1,speech,elevated,Active_speech
test_6,13,Active,64,1,speech,elevated,Active_speech
test_6,14,Active,81,1,speech,elevated,Active_speech
test_6,15,Active,60,1,speech,elevated,Active_speech
test_6,17,Active,61,1,speech,elevated,Active_speech
test_6,18,Active,93,1,speech,elevated,Active_speech
test_6,19,Active,87,1,speech,elevated,Active_speech
test_6,1,Active,79,1,speech,elevated,Active_speech
test_6,20,Active,87,1,speech,elevated,Active_speech
test_6,2,Active,43,1,speech,elevated,Active_speech
test_6,3,Active,96,1,speech,elevated,Active_speech
test_6,4,Active,92,1,speech,elevated,Active_speech
test_6,5,Active,64,1,speech,elevated,Active_speech
test_6,6,Active,99,1,speech,elevated,Active_speech
test_6,7,Active,53,1,speech,elevated,Active_speech
test_6,8,Active,81,1,speech,elevated,Active_speech
test_6,9,Active,69,1,speech,elevated,Active_speech
test_6,10,Reference,100,1,speech,elevated,Reference_speech
test_6,11,Reference,100,1,speech,elevated,Reference_speech
test_6,12,Reference,100,1,speech,elevated,Reference_speech
test_6,13,Reference,99,1,speech,elevated,Reference_speech
test_6,14,Reference,100,1,speech,elevated,Reference_speech
test_6,15,Reference,100,1,speech,elevated,Reference_speech
test_6,17,Reference,100,1,speech,elevated,Reference_speech
test_6,18,Reference,100,1,speech,elevated,Reference_speech
test_6,19,Reference,100,1,speech,elevated,Reference_speech
test_6,1,Reference,100,1,speech,elevated,Reference_speech
test_6,20,Reference,100,1,speech,elevated,Reference_speech
test_6,2,Reference,100,1,speech,elevated,Reference_speech
test_6,3,Reference,100,1,speech,elevated,Reference_speech
test_6,4,Reference,100,1,speech,elevated,Reference_speech
test_6,5,Reference,100,1,speech,elevated,Reference_speech
test_6,6,Reference,100,1,speech,elevated,Reference_speech
test_6,7,Reference,100,1,speech,elevated,Reference_speech
test_6,8,Reference,100,1,speech,elevated,Reference_speech
test_6,9,Reference,100,1,speech,elevated,Reference_speech
test_7,10,Passive,64,1,speech,elevated,Passive_speech
test_7,11,Passive,32,1,speech,elevated,Passive_speech
test_7,12,Passive,63,1,speech,elevated,Passive_speech
test_7,13,Passive,53,1,speech,elevated,Passive_speech
test_7,14,Passive,41,1,speech,elevated,Passive_speech
test_7,15,Passive,40,1,speech,elevated,Passive_speech
test_7,17,Passive,40,1,speech,elevated,Passive_speech
test_7,18,Passive,75,1,speech,elevated,Passive_speech
test_7,19,Passive,65,1,speech,elevated,Passive_speech
test_7,1,Passive,60,1,speech,elevated,Passive_speech
test_7,20,Passive,70,1,speech,elevated,Passive_speech
test_7,2,Passive,36,1,speech,elevated,Passive_speech
test_7,3,Passive,43,1,speech,elevated,Passive_speech
test_7,4,Passive,81,1,speech,elevated,Passive_speech
test_7,5,Passive,64,1,speech,elevated,Passive_speech
test_7,6,Passive,61,1,speech,elevated,Passive_speech
test_7,7,Passive,54,1,speech,elevated,Passive_speech
test_7,8,Passive,69,1,speech,elevated,Passive_speech
test_7,9,Passive,39,1,speech,elevated,Passive_speech
test_7,10,Anchor,46,1,speech,elevated,Anchor_speech
test_7,11,Anchor,0,1,speech,elevated,Anchor_speech
test_7,12,Anchor,0,1,speech,elevated,Anchor_speech
test_7,13,Anchor,23,1,speech,elevated,Anchor_speech
test_7,14,Anchor,0,1,speech,elevated,Anchor_speech
test_7,15,Anchor,0,1,speech,elevated,Anchor_speech
test_7,17,Anchor,0,1,speech,elevated,Anchor_speech
test_7,18,Anchor,12,1,speech,elevated,Anchor_speech
test_7,19,Anchor,12,1,speech,elevated,Anchor_speech
test_7,1,Anchor,31,1,speech,elevated,Anchor_speech
test_7,20,Anchor,0,1,speech,elevated,Anchor_speech
test_7,2,Anchor,14,1,speech,elevated,Anchor_speech
test_7,3,Anchor,41,1,speech,elevated,Anchor_speech
test_7,4,Anchor,38,1,speech,elevated,Anchor_speech
test_7,5,Anchor,44,1,speech,elevated,Anchor_speech
test_7,6,Anchor,31,1,speech,elevated,Anchor_speech
test_7,7,Anchor,33,1,speech,elevated,Anchor_speech
test_7,8,Anchor,44,1,speech,elevated,Anchor_speech
test_7,9,Anchor,39,1,speech,elevated,Anchor_speech
test_7,10,Hybrid,91,1,speech,elevated,Hybrid_speech
test_7,11,Hybrid,72,1,speech,elevated,Hybrid_speech
test_7,12,Hybrid,82,1,speech,elevated,Hybrid_speech
test_7,13,Hybrid,66,1,speech,elevated,Hybrid_speech
test_7,14,Hybrid,81,1,speech,elevated,Hybrid_speech
test_7,15,Hybrid,61,1,speech,elevated,Hybrid_speech
test_7,17,Hybrid,60,1,speech,elevated,Hybrid_speech
test_7,18,Hybrid,42,1,speech,elevated,Hybrid_speech
test_7,19,Hybrid,69,1,speech,elevated,Hybrid_speech
test_7,1,Hybrid,89,1,speech,elevated,Hybrid_speech
test_7,20,Hybrid,49,1,speech,elevated,Hybrid_speech
test_7,2,Hybrid,70,1,speech,elevated,Hybrid_speech
test_7,3,Hybrid,82,1,speech,elevated,Hybrid_speech
test_7,4,Hybrid,81,1,speech,elevated,Hybrid_speech
test_7,5,Hybrid,68,1,speech,elevated,Hybrid_speech
test_7,6,Hybrid,96,1,speech,elevated,Hybrid_speech
test_7,7,Hybrid,60,1,speech,elevated,Hybrid_speech
test_7,8,Hybrid,92,1,speech,elevated,Hybrid_speech
test_7,9,Hybrid,52,1,speech,elevated,Hybrid_speech
test_7,10,Active,91,1,speech,elevated,Active_speech
test_7,11,Active,72,1,speech,elevated,Active_speech
test_7,12,Active,89,1,speech,elevated,Active_speech
test_7,13,Active,65,1,speech,elevated,Active_speech
test_7,14,Active,61,1,speech,elevated,Active_speech
test_7,15,Active,60,1,speech,elevated,Active_speech
test_7,17,Active,60,1,speech,elevated,Active_speech
test_7,18,Active,59,1,speech,elevated,Active_speech
test_7,19,Active,74,1,speech,elevated,Active_speech
test_7,1,Active,73,1,speech,elevated,Active_speech
test_7,20,Active,60,1,speech,elevated,Active_speech
test_7,2,Active,70,1,speech,elevated,Active_speech
test_7,3,Active,99,1,speech,elevated,Active_speech
test_7,4,Active,57,1,speech,elevated,Active_speech
test_7,5,Active,82,1,speech,elevated,Active_speech
test_7,6,Active,88,1,speech,elevated,Active_speech
test_7,7,Active,60,1,speech,elevated,Active_speech
test_7,8,Active,80,1,speech,elevated,Active_speech
test_7,9,Active,52,1,speech,elevated,Active_speech
test_7,10,Reference,100,1,speech,elevated,Reference_speech
test_7,11,Reference,100,1,speech,elevated,Reference_speech
test_7,12,Reference,100,1,speech,elevated,Reference_speech
test_7,13,Reference,100,1,speech,elevated,Reference_speech
test_7,14,Reference,100,1,speech,elevated,Reference_speech
test_7,15,Reference,100,1,speech,elevated,Reference_speech
test_7,17,Reference,100,1,speech,elevated,Reference_speech
test_7,18,Reference,100,1,speech,elevated,Reference_speech
test_7,19,Reference,100,1,speech,elevated,Reference_speech
test_7,1,Reference,100,1,speech,elevated,Reference_speech
test_7,20,Reference,100,1,speech,elevated,Reference_speech
test_7,2,Reference,100,1,speech,elevated,Reference_speech
test_7,3,Reference,100,1,speech,elevated,Reference_speech
test_7,4,Reference,100,1,speech,elevated,Reference_speech
test_7,5,Reference,100,1,speech,elevated,Reference_speech
test_7,6,Reference,100,1,speech,elevated,Reference_speech
test_7,7,Reference,100,1,speech,elevated,Reference_speech
test_7,8,Reference,100,1,speech,elevated,Reference_speech
test_7,9,Reference,100,1,speech,elevated,Reference_speech
test_8,10,Passive,57,1,drums,elevated,Passive_drums
test_8,11,Passive,38,1,drums,elevated,Passive_drums
test_8,12,Passive,70,1,drums,elevated,Passive_drums
test_8,13,Passive,39,1,drums,elevated,Passive_drums
test_8,14,Passive,41,1,drums,elevated,Passive_drums
test_8,15,Passive,41,1,drums,elevated,Passive_drums
test_8,17,Passive,58,1,drums,elevated,Passive_drums
test_8,18,Passive,23,1,drums,elevated,Passive_drums
test_8,19,Passive,78,1,drums,elevated,Passive_drums
test_8,1,Passive,61,1,drums,elevated,Passive_drums
test_8,20,Passive,74,1,drums,elevated,Passive_drums
test_8,2,Passive,54,1,drums,elevated,Passive_drums
test_8,3,Passive,41,1,drums,elevated,Passive_drums
test_8,4,Passive,81,1,drums,elevated,Passive_drums
test_8,5,Passive,68,1,drums,elevated,Passive_drums
test_8,6,Passive,65,1,drums,elevated,Passive_drums
test_8,7,Passive,48,1,drums,elevated,Passive_drums
test_8,8,Passive,67,1,drums,elevated,Passive_drums
test_8,9,Passive,56,1,drums,elevated,Passive_drums
test_8,10,Anchor,52,1,drums,elevated,Anchor_drums
test_8,11,Anchor,0,1,drums,elevated,Anchor_drums
test_8,12,Anchor,0,1,drums,elevated,Anchor_drums
test_8,13,Anchor,39,1,drums,elevated,Anchor_drums
test_8,14,Anchor,0,1,drums,elevated,Anchor_drums
test_8,15,Anchor,0,1,drums,elevated,Anchor_drums
test_8,17,Anchor,0,1,drums,elevated,Anchor_drums
test_8,18,Anchor,0,1,drums,elevated,Anchor_drums
test_8,19,Anchor,64,1,drums,elevated,Anchor_drums
test_8,1,Anchor,31,1,drums,elevated,Anchor_drums
test_8,20,Anchor,19,1,drums,elevated,Anchor_drums
test_8,2,Anchor,38,1,drums,elevated,Anchor_drums
test_8,3,Anchor,28,1,drums,elevated,Anchor_drums
test_8,4,Anchor,60,1,drums,elevated,Anchor_drums
test_8,5,Anchor,58,1,drums,elevated,Anchor_drums
test_8,6,Anchor,40,1,drums,elevated,Anchor_drums
test_8,7,Anchor,30,1,drums,elevated,Anchor_drums
test_8,8,Anchor,53,1,drums,elevated,Anchor_drums
test_8,9,Anchor,52,1,drums,elevated,Anchor_drums
test_8,10,Hybrid,71,1,drums,elevated,Hybrid_drums
test_8,11,Hybrid,41,1,drums,elevated,Hybrid_drums
test_8,12,Hybrid,81,1,drums,elevated,Hybrid_drums
test_8,13,Hybrid,57,1,drums,elevated,Hybrid_drums
test_8,14,Hybrid,41,1,drums,elevated,Hybrid_drums
test_8,15,Hybrid,60,1,drums,elevated,Hybrid_drums
test_8,17,Hybrid,50,1,drums,elevated,Hybrid_drums
test_8,18,Hybrid,49,1,drums,elevated,Hybrid_drums
test_8,19,Hybrid,85,1,drums,elevated,Hybrid_drums
test_8,1,Hybrid,58,1,drums,elevated,Hybrid_drums
test_8,20,Hybrid,79,1,drums,elevated,Hybrid_drums
test_8,2,Hybrid,66,1,drums,elevated,Hybrid_drums
test_8,3,Hybrid,72,1,drums,elevated,Hybrid_drums
test_8,4,Hybrid,88,1,drums,elevated,Hybrid_drums
test_8,5,Hybrid,60,1,drums,elevated,Hybrid_drums
test_8,6,Hybrid,95,1,drums,elevated,Hybrid_drums
test_8,7,Hybrid,48,1,drums,elevated,Hybrid_drums
test_8,8,Hybrid,76,1,drums,elevated,Hybrid_drums
test_8,9,Hybrid,60,1,drums,elevated,Hybrid_drums
test_8,10,Active,75,1,drums,elevated,Active_drums
test_8,11,Active,34,1,drums,elevated,Active_drums
test_8,12,Active,92,1,drums,elevated,Active_drums
test_8,13,Active,74,1,drums,elevated,Active_drums
test_8,14,Active,61,1,drums,elevated,Active_drums
test_8,15,Active,75,1,drums,elevated,Active_drums
test_8,17,Active,70,1,drums,elevated,Active_drums
test_8,18,Active,63,1,drums,elevated,Active_drums
test_8,19,Active,59,1,drums,elevated,Active_drums
test_8,1,Active,79,1,drums,elevated,Active_drums
test_8,20,Active,60,1,drums,elevated,Active_drums
test_8,2,Active,68,1,drums,elevated,Active_drums
test_8,3,Active,100,1,drums,elevated,Active_drums
test_8,4,Active,94,1,drums,elevated,Active_drums
test_8,5,Active,89,1,drums,elevated,Active_drums
test_8,6,Active,87,1,drums,elevated,Active_drums
test_8,7,Active,45,1,drums,elevated,Active_drums
test_8,8,Active,100,1,drums,elevated,Active_drums
test_8,9,Active,63,1,drums,elevated,Active_drums
test_8,10,Reference,100,1,drums,elevated,Reference_drums
test_8,11,Reference,100,1,drums,elevated,Reference_drums
test_8,12,Reference,100,1,drums,elevated,Reference_drums
test_8,13,Reference,99,1,drums,elevated,Reference_drums
test_8,14,Reference,100,1,drums,elevated,Reference_drums
test_8,15,Reference,100,1,drums,elevated,Reference_drums
test_8,17,Reference,100,1,drums,elevated,Reference_drums
test_8,18,Reference,100,1,drums,elevated,Reference_drums
test_8,19,Reference,100,1,drums,elevated,Reference_drums
test_8,1,Reference,100,1,drums,elevated,Reference_drums
test_8,20,Reference,100,1,drums,elevated,Reference_drums
test_8,2,Reference,100,1,drums,elevated,Reference_drums
test_8,3,Reference,100,1,drums,elevated,Reference_drums
test_8,4,Reference,100,1,drums,elevated,Reference_drums
test_8,5,Reference,100,1,drums,elevated,Reference_drums
test_8,6,Reference,100,1,drums,elevated,Reference_drums
test_8,7,Reference,100,1,drums,elevated,Reference_drums
test_8,8,Reference,92,1,drums,elevated,Reference_drums
test_8,9,Reference,100,1,drums,elevated,Reference_drums
test_9,10,Passive,48,2,viola/violin,"NA",Passive_viola/violin
test_9,11,Passive,65,2,viola/violin,"NA",Passive_viola/violin
test_9,12,Passive,81,2,viola/violin,"NA",Passive_viola/violin
test_9,13,Passive,58,2,viola/violin,"NA",Passive_viola/violin
test_9,14,Passive,20,2,viola/violin,"NA",Passive_viola/violin
test_9,15,Passive,40,2,viola/violin,"NA",Passive_viola/violin
test_9,17,Passive,20,2,viola/violin,"NA",Passive_viola/violin
test_9,18,Passive,50,2,viola/violin,"NA",Passive_viola/violin
test_9,19,Passive,68,2,viola/violin,"NA",Passive_viola/violin
test_9,1,Passive,53,2,viola/violin,"NA",Passive_viola/violin
test_9,20,Passive,72,2,viola/violin,"NA",Passive_viola/violin
test_9,2,Passive,53,2,viola/violin,"NA",Passive_viola/violin
test_9,3,Passive,97,2,viola/violin,"NA",Passive_viola/violin
test_9,4,Passive,65,2,viola/violin,"NA",Passive_viola/violin
test_9,5,Passive,87,2,viola/violin,"NA",Passive_viola/violin
test_9,6,Passive,75,2,viola/violin,"NA",Passive_viola/violin
test_9,7,Passive,64,2,viola/violin,"NA",Passive_viola/violin
test_9,8,Passive,59,2,viola/violin,"NA",Passive_viola/violin
test_9,9,Passive,63,2,viola/violin,"NA",Passive_viola/violin
test_9,10,Anchor,54,2,viola/violin,"NA",Anchor_viola/violin
test_9,11,Anchor,32,2,viola/violin,"NA",Anchor_viola/violin
test_9,12,Anchor,56,2,viola/violin,"NA",Anchor_viola/violin
test_9,13,Anchor,43,2,viola/violin,"NA",Anchor_viola/violin
test_9,14,Anchor,0,2,viola/violin,"NA",Anchor_viola/violin
test_9,15,Anchor,0,2,viola/violin,"NA",Anchor_viola/violin
test_9,17,Anchor,2,2,viola/violin,"NA",Anchor_viola/violin
test_9,18,Anchor,0,2,viola/violin,"NA",Anchor_viola/violin
test_9,19,Anchor,3,2,viola/violin,"NA",Anchor_viola/violin
test_9,1,Anchor,60,2,viola/violin,"NA",Anchor_viola/violin
test_9,20,Anchor,11,2,viola/violin,"NA",Anchor_viola/violin
test_9,2,Anchor,34,2,viola/violin,"NA",Anchor_viola/violin
test_9,3,Anchor,44,2,viola/violin,"NA",Anchor_viola/violin
test_9,4,Anchor,40,2,viola/violin,"NA",Anchor_viola/violin
test_9,5,Anchor,82,2,viola/violin,"NA",Anchor_viola/violin
test_9,6,Anchor,35,2,viola/violin,"NA",Anchor_viola/violin
test_9,7,Anchor,8,2,viola/violin,"NA",Anchor_viola/violin
test_9,8,Anchor,24,2,viola/violin,"NA",Anchor_viola/violin
test_9,9,Anchor,38,2,viola/violin,"NA",Anchor_viola/violin
test_9,10,Hybrid,100,2,viola/violin,"NA",Hybrid_viola/violin
test_9,11,Hybrid,86,2,viola/violin,"NA",Hybrid_viola/violin
test_9,12,Hybrid,81,2,viola/violin,"NA",Hybrid_viola/violin
test_9,13,Hybrid,68,2,viola/violin,"NA",Hybrid_viola/violin
test_9,14,Hybrid,71,2,viola/violin,"NA",Hybrid_viola/violin
test_9,15,Hybrid,59,2,viola/violin,"NA",Hybrid_viola/violin
test_9,17,Hybrid,69,2,viola/violin,"NA",Hybrid_viola/violin
test_9,18,Hybrid,74,2,viola/violin,"NA",Hybrid_viola/violin
test_9,19,Hybrid,92,2,viola/violin,"NA",Hybrid_viola/violin
test_9,1,Hybrid,80,2,viola/violin,"NA",Hybrid_viola/violin
test_9,20,Hybrid,80,2,viola/violin,"NA",Hybrid_viola/violin
test_9,2,Hybrid,74,2,viola/violin,"NA",Hybrid_viola/violin
test_9,3,Hybrid,99,2,viola/violin,"NA",Hybrid_viola/violin
test_9,4,Hybrid,80,2,viola/violin,"NA",Hybrid_viola/violin
test_9,5,Hybrid,100,2,viola/violin,"NA",Hybrid_viola/violin
test_9,6,Hybrid,95,2,viola/violin,"NA",Hybrid_viola/violin
test_9,7,Hybrid,74,2,viola/violin,"NA",Hybrid_viola/violin
test_9,8,Hybrid,88,2,viola/violin,"NA",Hybrid_viola/violin
test_9,9,Hybrid,85,2,viola/violin,"NA",Hybrid_viola/violin
test_9,10,Active,65,2,viola/violin,"NA",Active_viola/violin
test_9,11,Active,49,2,viola/violin,"NA",Active_viola/violin
test_9,12,Active,90,2,viola/violin,"NA",Active_viola/violin
test_9,13,Active,69,2,viola/violin,"NA",Active_viola/violin
test_9,14,Active,89,2,viola/violin,"NA",Active_viola/violin
test_9,15,Active,80,2,viola/violin,"NA",Active_viola/violin
test_9,17,Active,66,2,viola/violin,"NA",Active_viola/violin
test_9,18,Active,84,2,viola/violin,"NA",Active_viola/violin
test_9,19,Active,85,2,viola/violin,"NA",Active_viola/violin
test_9,1,Active,69,2,viola/violin,"NA",Active_viola/violin
test_9,20,Active,88,2,viola/violin,"NA",Active_viola/violin
test_9,2,Active,71,2,viola/violin,"NA",Active_viola/violin
test_9,3,Active,100,2,viola/violin,"NA",Active_viola/violin
test_9,4,Active,80,2,viola/violin,"NA",Active_viola/violin
test_9,5,Active,100,2,viola/violin,"NA",Active_viola/violin
test_9,6,Active,87,2,viola/violin,"NA",Active_viola/violin
test_9,7,Active,72,2,viola/violin,"NA",Active_viola/violin
test_9,8,Active,82,2,viola/violin,"NA",Active_viola/violin
test_9,9,Active,85,2,viola/violin,"NA",Active_viola/violin
test_9,10,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,11,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,12,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,13,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,14,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,15,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,17,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,18,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,19,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,1,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,20,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,2,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,3,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,4,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,5,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,6,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,7,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,8,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_9,9,Reference,100,2,viola/violin,"NA",Reference_viola/violin
test_10,10,Passive,72,2,viola/violin,"NA",Passive_viola/violin
test_10,11,Passive,24,2,viola/violin,"NA",Passive_viola/violin
test_10,12,Passive,70,2,viola/violin,"NA",Passive_viola/violin
test_10,13,Passive,43,2,viola/violin,"NA",Passive_viola/violin
test_10,14,Passive,19,2,viola/violin,"NA",Passive_viola/violin
test_10,15,Passive,22,2,viola/violin,"NA",Passive_viola/violin
test_10,17,Passive,48,2,viola/violin,"NA",Passive_viola/violin
test_10,18,Passive,59,2,viola/violin,"NA",Passive_viola/violin
test_10,19,Passive,4,2,viola/violin,"NA",Passive_viola/violin
test_10,1,Passive,43,2,viola/violin,"NA",Passive_viola/violin
test_10,20,Passive,41,2,viola/violin,"NA",Passive_viola/violin
test_10,2,Passive,51,2,viola/violin,"NA",Passive_viola/violin
test_10,3,Passive,55,2,viola/violin,"NA",Passive_viola/violin
test_10,4,Passive,64,2,viola/violin,"NA",Passive_viola/violin
test_10,5,Passive,49,2,viola/violin,"NA",Passive_viola/violin
test_10,6,Passive,53,2,viola/violin,"NA",Passive_viola/violin
test_10,7,Passive,67,2,viola/violin,"NA",Passive_viola/violin
test_10,8,Passive,62,2,viola/violin,"NA",Passive_viola/violin
test_10,9,Passive,50,2,viola/violin,"NA",Passive_viola/violin
test_10,10,Anchor,29,2,viola/violin,"NA",Anchor_viola/violin
test_10,11,Anchor,0,2,viola/violin,"NA",Anchor_viola/violin
test_10,12,Anchor,49,2,viola/violin,"NA",Anchor_viola/violin
test_10,13,Anchor,24,2,viola/violin,"NA",Anchor_viola/violin
test_10,14,Anchor,0,2,viola/violin,"NA",Anchor_viola/violin
test_10,15,Anchor,0,2,viola/violin,"NA",Anchor_viola/violin
test_10,17,Anchor,7,2,viola/violin,"NA",Anchor_viola/violin
test_10,18,Anchor,0,2,viola/violin,"NA",Anchor_viola/violin
test_10,19,Anchor,7,2,viola/violin,"NA",Anchor_viola/violin
test_10,1,Anchor,30,2,viola/violin,"NA",Anchor_viola/violin
test_10,20,Anchor,20,2,viola/violin,"NA",Anchor_viola/violin
test_10,2,Anchor,14,2,viola/violin,"NA",Anchor_viola/violin
test_10,3,Anchor,21,2,viola/violin,"NA",Anchor_viola/violin
test_10,4,Anchor,40,2,viola/violin,"NA",Anchor_viola/violin
test_10,5,Anchor,39,2,viola/violin,"NA",Anchor_viola/violin
test_10,6,Anchor,31,2,viola/violin,"NA",Anchor_viola/violin
test_10,7,Anchor,47,2,viola/violin,"NA",Anchor_viola/violin
test_10,8,Anchor,14,2,viola/violin,"NA",Anchor_viola/violin
test_10,9,Anchor,29,2,viola/violin,"NA",Anchor_viola/violin
test_10,10,Hybrid,87,2,viola/violin,"NA",Hybrid_viola/violin
test_10,11,Hybrid,90,2,viola/violin,"NA",Hybrid_viola/violin
test_10,12,Hybrid,96,2,viola/violin,"NA",Hybrid_viola/violin
test_10,13,Hybrid,73,2,viola/violin,"NA",Hybrid_viola/violin
test_10,14,Hybrid,50,2,viola/violin,"NA",Hybrid_viola/violin
test_10,15,Hybrid,81,2,viola/violin,"NA",Hybrid_viola/violin
test_10,17,Hybrid,79,2,viola/violin,"NA",Hybrid_viola/violin
test_10,18,Hybrid,81,2,viola/violin,"NA",Hybrid_viola/violin
test_10,19,Hybrid,90,2,viola/violin,"NA",Hybrid_viola/violin
test_10,1,Hybrid,94,2,viola/violin,"NA",Hybrid_viola/violin
test_10,20,Hybrid,80,2,viola/violin,"NA",Hybrid_viola/violin
test_10,2,Hybrid,73,2,viola/violin,"NA",Hybrid_viola/violin
test_10,3,Hybrid,99,2,viola/violin,"NA",Hybrid_viola/violin
test_10,4,Hybrid,85,2,viola/violin,"NA",Hybrid_viola/violin
test_10,5,Hybrid,91,2,viola/violin,"NA",Hybrid_viola/violin
test_10,6,Hybrid,88,2,viola/violin,"NA",Hybrid_viola/violin
test_10,7,Hybrid,95,2,viola/violin,"NA",Hybrid_viola/violin
test_10,8,Hybrid,85,2,viola/violin,"NA",Hybrid_viola/violin
test_10,9,Hybrid,70,2,viola/violin,"NA",Hybrid_viola/violin
test_10,10,Active,76,2,viola/violin,"NA",Active_viola/violin
test_10,11,Active,94,2,viola/violin,"NA",Active_viola/violin
test_10,12,Active,98,2,viola/violin,"NA",Active_viola/violin
test_10,13,Active,83,2,viola/violin,"NA",Active_viola/violin
